id,english,thai,context,all_ids
501500,New Game,เกมใหม่,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,501500|501750|503500|512000
501501,Name:,ชื่อ:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,501501|501751|503501|504001|505003|512001|603011
501502,Password:,รหัสผ่าน:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,501502|501752|503502|504002|505004|512002|512501|600502|602000|603004|604252|605502
501754,Create Game,สร้างเกม,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,501754|512004|600504|605504
501755,Create new game,สร้างเกมใหม่,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,501755|512005
501756,Return to multiplayer lobby,กลับไปที่ล็อบบี้ผู้เล่นหลายคน,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,501756|512006
502000,Choose Map,เลือกแผนที่,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,502000
502002,NEXT,ต่อไป,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,502002
502250,CHOOSE MAP,เลือกแผนที่,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,502250
502252,Next,ต่อไป,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,502252|609530
502253,Send,ส่ง,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,502253|505501|506005|600008|600751|603501|604794
502254,Send message,ส่งข้อความ,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,502254
502255,Go to the next screen,ไปที่หน้าจอถัดไป,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,502255
502256,Back to previous screen,กลับไปยังหน้าจอก่อนหน้า,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,502256
502257,Mission Name:,ชื่อภารกิจ:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,502257|503287
502261,CHAT,แช็ต,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,502261|503312|506759|508030|508509|509786|510010|555151|600009|600753|604760
503251,SET UP,ตั้งค่า,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,503251
503253,Send message to Team,ส่งข้อความถึงทีมงาน,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,503253
503254,Send message to everyone,ส่งข้อความถึงทุกคน,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,503254|509772
503255,Select player mode,เลือกโหมดผู้เล่น,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,503255
503256,Select your side,เลือกข้างของคุณ,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,503256
503257,Kick player,ผู้เล่นเตะ,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,503257|603530
503258,Click if you ready to play,คลิกหากคุณพร้อมที่จะเล่น,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,503258
503259,Reset default game options,รีเซ็ตตัวเลือกเกมเริ่มต้น,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,503259
503261,Maps,แผนที่,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,503261
503283,KICK,เตะออก,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,503283|508002|508025|508512|508520|509789|510013|510022|600798|600807|604764|604772
503284,Ready,พร้อม,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,503284|508003|508023|508024|508033|508510|508511|508518|508519|509787|509797|510011|510021|600761|600790|600797|600806|603525|604763|604771
503296,Condition:,เงื่อนไข:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,503296|503298|503300|503302|503304
503297,WIN,ชนะ,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,503297|503299|503301|503303|503305
503307,Victory Conditions:,เงื่อนไขชัยชนะ:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,503307
503308,Team,ทีม,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,503308|508026|508507|509784|510008|600752|600756|604758|604792|604793
503309,All,ทั้งหมด,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,503309|508027|508508|509785|510009|555176|561754|561757|561769|600757|600758|600824|600825|600826|600827|600828|600829|604755|604791|12000016
503310,IP:,ไอพี:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,503310|508526|509020
503504,CREATE GAME,สร้างเกม,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,503504
503750,Join IP game:,เข้าร่วมเกม IP:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,503750|601750
503751,IP Address:,ที่อยู่ IP:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,503751|601751
503752,.,.,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,503752|503753|503754|601752|601753|601754
503755,Port:,ท่าเรือ:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,503755|601755
504000,Relic Online Login,เข้าสู่ระบบ Relic Online,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,504000|604250
504004,Login,เข้าสู่ระบบ,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,504004|604253|604267
504005,Create Account,สร้างบัญชี,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,504005|505008|603007|604254|701124
504006,Reset Password,รีเซ็ตรหัสผ่าน,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,504006|510752|511752|562086|607502|607752|616252
504007,Remember Password,จำรหัสผ่าน,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,504007|604257|604260
504500,Relic Online Service Agreement,ข้อตกลงการบริการออนไลน์ของที่ระลึก,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,504500
504751,Relic Online Creation,การสร้างของที่ระลึกออนไลน์,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,504751
505001,Email:,อีเมล:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,505001|511002|602504|603003
505002,Relic Online Account Creation,การสร้างบัญชีออนไลน์ของที่ระลึก,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,505002|603010
505005,Product Key:,รหัสผลิตภัณฑ์:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,505005|510753|603002|607504
505006,Secret Question:,คำถามลับ:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,505006|511003|602502|603000
505007,Answer:,คำตอบ:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,505007|511004|602503|603001|607753
505009,Re-type Password:,พิมพ์รหัสผ่านอีกครั้ง:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,505009|603005
505010,Paste Key,วางคีย์,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,505010|510754
505251,Change Password,เปลี่ยนรหัสผ่าน,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,505251|509500|510500|604505|606250
505252,Edit Account Details,แก้ไขรายละเอียดบัญชี,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,505252|604506
505256,Select Profile,เลือกโปรไฟล์,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,505256
505258,Relic Online Profile Selection,การเลือกโปรไฟล์ออนไลน์ของที่ระลึก,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,505258|604504
505259,Create New Profile,สร้างโปรไฟล์ใหม่,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,505259|604501
505500,btn_FE_sm,btn_FE_sm,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,505500
505502,btn_FE_med_18pt,btn_FE_med_18pt,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,505502
505503,lb_Names,lb_Names,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,505503
505504,lb_Titles,lb_Titles,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,505504
505751,Create,สร้าง,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,505751|607250
505753,Relic Online Profile Create,สร้างโปรไฟล์ออนไลน์ของที่ระลึก,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,505753|607252
505754,New profile name:,ชื่อโปรไฟล์ใหม่:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,505754|607253
506002,Friends,เพื่อน,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,506002|506504|561501|613762
506003,Show the list of pending friend request,แสดงรายการคำขอเป็นเพื่อนที่รอดำเนินการ,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,506003
506004,Show ignored player list,แสดงรายการผู้เล่นที่ถูกละเว้น,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,506004
506006,CHANNEL,ช่อง,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,506006|603502
506007,ONLINE LOBBY,ล็อบบี้ออนไลน์,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,506007|507021|507254|507500|507754|509259|509777|603760|611014
506008,Contacts,รายชื่อผู้ติดต่อ,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,506008
506009,In Channel,ในช่อง,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,506009
506019,Ignored,ละเว้น,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,506019|561803
506020,Pending,รอดำเนินการ,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,506020
506252,Option,ตัวเลือก,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,506252
506500,UNIGNORE,ไม่สนใจ,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,506500
506502,Relic Online Ignore List,รายการที่ละเว้นออนไลน์ Relic,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,506502
506503,Blacklist,บัญชีดำ,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,506503
506505,Relic Online Friend List,รายชื่อเพื่อนออนไลน์ที่ระลึก,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,506505
506506,REMOVE FRIEND,ลบเพื่อน,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,506506
506508,DECLINE,ปฏิเสธ,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,506508
506509,Pending Requests,คำขอที่รอดำเนินการ,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,506509|561802
506753,Status text!,ข้อความสถานะ!,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,506753
506755,Read the latest Relic News,อ่านข่าวที่ระลึกล่าสุด,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,506755
506756,NEWS,ข่าว,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,506756|555150
506757,STATS,สถิติ,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,506757|710268
506760,GAME,เกม,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,506760
506761,"Game setup, Automatch, Join game.","การตั้งค่าเกม, ระบบอัตโนมัติ, เข้าร่วมเกม",UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,506761
506762,Chat Lobby.,ล็อบบี้แชท,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,506762
506763,Set up  your game options and online options.,ตั้งค่าตัวเลือกเกมและตัวเลือกออนไลน์ของคุณ,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,506763
506764,"Stats, ladder, player profile.",สถิติ บันได ประวัติผู้เล่น,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,506764
506765,Log Off Online Lobby.,ออกจากระบบล็อบบี้ออนไลน์,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,506765
506766,Title of Current Channel,ชื่อของช่องปัจจุบัน,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,506766
506767,Title of Game Status,ชื่อสถานะของเกม,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,506767
507000,Auto Match,จับคู่อัตโนมัติ,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,507000|508767|509002
507019,Select automatic game matching,เลือกการจับคู่เกมอัตโนมัติ,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,507019
507250,Play now!,เล่นเลย!,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,507250
507251,WHAT'S NEW,มีอะไรใหม่,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,507251|606751
507252,NEWS ARCHIVES,คลังข่าว,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,507252
507253,ONLINE STATS,สถิติออนไลน์,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,507253|606752
507255,NEWS : Under Construction,ข่าว : อยู่ระหว่างการก่อสร้าง,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,507255
507256,Report Bug,รายงานข้อผิดพลาด,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,507256
507501,STATS : Under Construction,สถานะ : อยู่ระหว่างการก่อสร้าง,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,507501
507502,No matches found with that search criteria.,ไม่พบรายการที่ตรงกับเกณฑ์การค้นหานั้น,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,507502|609507|617508
507503,Rank/Name,อันดับ/ชื่อ,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,507503|600801|600814|609505|617506
507504,Viewing : None,กำลังดู : ไม่มี,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,507504|609508|617509
507505,Sorting by: Wins,จัดเรียงตาม: ชนะ,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,507505|609509|617510
507507,Wins,ชนะ,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,507507|561507|608006|608018|608024|608038|609504|617008|617041|617053|617505
507508,Losses,แพ้,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,507508|561508|608007|608019|608025|608039|609503|617012|617040|617054|617504|710006
507509,Streak,ชนะต่อเนื่อง,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,507509|561509|608008|608040|609502|617039|617055|617503
507510,Please Wait...,โปรดรอ...,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,507510|609506|617507
507511,Search,ค้นหา,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,507511
507512,Lv 4,Lv 4,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,507512|509791|509799|600755|600809|604508|608030|609501|609515|609520|617000|617001|617002|617006|617501|617514|617517
507750,Player Entry/Exit into Channel Alert,ผู้เล่นเข้า/ออกจากการแจ้งเตือนช่อง,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,507750|603515|603753
507751,OPTIONS : Under Construction,ตัวเลือกสินค้า: อยู่ระหว่างการก่อสร้าง,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,507751
507752,ONLINE OPTIONS,ตัวเลือกออนไลน์,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,507752|603752
507753,GAME OPTIONS,ตัวเลือกเกม,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,507753|603751
507755,Receive System Messages in Game,รับข้อความระบบในเกม,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,507755|603754
507756,SYSTEM MESSAGES,ข้อความระบบ,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,507756
507757,Track Friends into Game Lobbies,ติดตามเพื่อนเข้าสู่ล็อบบี้เกม,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,507757|603755
507758,Track Friends in Games,ติดตามเพื่อนในเกม,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,507758|603756
507759,Track Friends into Channels,ติดตามเพื่อนในช่อง,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,507759|603757
507760,TRACKING FRIENDS,ติดตามเพื่อน,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,507760
508004,WIN CONDITION,เงื่อนไขชัยชนะ,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,508004
508007,Team1: ALLIES,ทีม 1: ฝ่ายสัมพันธมิตร,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,508007|508525|509761|510026|604776
508009,1.,1.,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,508009|508032|508516|508524|509793|509801|510017|510025|600799|600808|604766|604775|717040
508010,Lv4,Lv 4,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,508010|508031|508515|508523|509757|509760|510016|510024|600800|600812|604767|604774
508011,Toggle Axis/Allies,สลับฝ่ายอักษะ/ฝ่ายสัมพันธมิตร,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,508011
508012,WWWWWWWWWWWWWWWW,WWWWWWWWWWWWWWWW,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,508012|508028|508029|508035|508513|508514|508521|508522|509790|509795|510014|510019|600796|600805|604761|604769|608036|617057
508013,Team2: AXIS,ทีม 2: ฝ่ายอักษะ,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,508013|508517|509758|510018|604768
508014,Ticker Point Win,ทิกเกอร์พอยต์ชนะ,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,508014
508251,Wins:,ชนะ:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,508251
508252,Super hero,ซุปเปอร์ฮีโร่,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,508252|508274
508253,Streak:,สตรีค:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,508253
508254,Dismiss,ปิด,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,508254|513000|602253|608000|609001|614032|617056|620501
508255,42,42,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,508255|508273|508279
508256,0%,0%,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,508256|508260|508271|508277|508282
508257,Win %:,ชนะ %:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,508257
508259,Losses:,การสูญเสีย:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,508259
508261,Rank:,อันดับ:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,508261
508263,Go to Stats Tab,ไปที่แท็บสถิติ,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,508263
508264,Games Played:,เกมที่เล่น:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,508264
508265,Drops:,การทิ้งร่มส่งกำลังบำรุง:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,508265
508266,Percentile:,เปอร์เซ็นไทล์:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,508266
508268,Lv 01,Lv 01,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,508268|508278
508269,Total,ทั้งหมด,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,508269|710032|710079|710080|710081|710082
508284,1v1,1v1,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,508284|508285|600025|600765|600810|603522|604511|605023|605029|605302|605315|610250|610258|613020|613027|613506|614500|704502|704511
508502,Open Observer Slots,เปิดช่องสังเกตการณ์,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,508502|508788
508503,Record Game,บันทึกเกม,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,508503|508789
508527,Max players:,ผู้เล่นสูงสุด:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,508527
508528,Timer,ตัวจับเวลา,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,508528|509025
509000,Download Patch,ดาวน์โหลดแพทช์,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,509000|601250
509004,$509004 No Key,$509004 No Key,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,509004
509005,$509005 No Key,$509005 No Key,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,509005
509006,$509006 No Key,$509006 No Key,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,509006
509007,$509007 No Key,$509007 No Key,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,509007
509011,Max Player,ผู้เล่นแม็กซ์,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,509011
509013,Reset,รีเซ็ต,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,509013
509014,GAME LIST,รายการเกม,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,509014
509021,Max player:,ผู้เล่นสูงสุด:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,509021
509023,$509023 No Key,$509023 No Key,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,509023
509250,MATCHMAKING...,การจับคู่...,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,509250
509251,$509251 No Key,$509251 No Key,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,509251
509252,$509252 No Key,$509252 No Key,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,509252
509253,Race:,แข่ง:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,509253
509254,Status,สถานะ,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,509254
509257,Select two maps to veto:,เลือกสองแผนที่เพื่อยับยั้ง:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,509257
509258,Match Type:,ประเภทการจับคู่:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,509258
509502,Relic Online Change Password,Relic Online เปลี่ยนรหัสผ่าน,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,509502|510502|606252
509503,Current password:,รหัสผ่านปัจจุบัน:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,509503|510503|606253
509504,New Password:,รหัสผ่านใหม่:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,509504|510504|606254
509505,Re-type new password:,พิมพ์รหัสผ่านใหม่อีกครั้ง:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,509505|510505|606255
509763,Death rides a Panzer (Game Name),ความตายขี่ยานเกราะ (ชื่อเกม),UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,509763|510027|600779|604777
509764,Back to Game lobby,กลับไปที่ล็อบบี้เกม,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,509764
509765,Friend,เพื่อน,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,509765
509766,Rank,ยศ / อันดับ,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,509766|561506|600044|603514|605027|605045|605306|605319|610254|610262|704509|704515
509768,Victory Ticker,ทิกเกอร์แห่งชัยชนะ,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,509768|510031
509769,Starting Location,สถานที่เริ่มต้น,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,509769|510032
509770,Starting Resources,ทรัพยากรเริ่มต้น,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,509770|510033
509798,Nobody,ไม่มีใคร,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,509798|604507
510028,The slot on the map this player will start at,ช่องบนแผนที่ที่ผู้เล่นนี้จะเริ่มต้นที่,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,510028|604778
510034,Back to LAN lobby,กลับไปที่ล็อบบี้ LAN,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,510034|604784
510250,Game Over,เกมโอเวอร์,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,510250|608750
510750,Submit,ส่ง,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,510750|511750|607500|607750
511005,Update Details,รายละเอียดการอัพเดท,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,511005|602505
511250,Confirm Change,ยืนยันการเปลี่ยนแปลง,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,511250
511252,Confirm Account Details Change,ยืนยันการเปลี่ยนแปลงรายละเอียดบัญชี,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,511252
511253,Please enter you password to confirm the changes to your account:,กรุณากรอกรหัสผ่านเพื่อยืนยันการเปลี่ยนแปลงบัญชีของคุณ:,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,511253
511501,ONLINE,ออนไลน์,UI: ล็อบบี้/ออนไลน์/แรงก์/ผลแมตช์,511501|606003
